"","V1","V2","V3","V4","V5","V6","V7","V8","y"
"2185","F",0.72,0.575,0.195,2.1505,1.0745,0.382,0.585,-1
"2186","M",0.6,0.465,0.155,1.262,0.6245,0.2455,0.33,-1
"2187","M",0.67,0.51,0.2,1.5945,0.6705,0.3845,0.4505,-1
"2188","M",0.7,0.6,0.23,2.003,0.8105,0.4045,0.5755,-1
"2189","M",0.625,0.48,0.175,1.065,0.4865,0.259,0.285,-1
"2190","M",0.635,0.48,0.145,1.181,0.665,0.229,0.225,-1
"2191","M",0.66,0.515,0.155,1.4415,0.7055,0.3555,0.335,-1
"2192","F",0.69,0.58,0.195,1.658,0.708,0.3615,0.4715,-1
"2193","I",0.495,0.385,0.125,0.5125,0.2075,0.1155,0.172,-1
"2194","I",0.575,0.45,0.15,0.858,0.449,0.166,0.215,-1
"2195","F",0.575,0.46,0.165,0.9575,0.4815,0.1945,0.236,-1
"2196","F",0.58,0.425,0.155,0.873,0.3615,0.249,0.239,-1
"2197","M",0.625,0.5,0.175,1.0565,0.4615,0.258,0.305,-1
"2198","F",0.625,0.485,0.165,1.2255,0.5075,0.296,0.36,-1
"2199","F",0.635,0.5,0.18,1.2565,0.539,0.292,0.35,-1
"2200","M",0.62,0.465,0.145,0.911,0.375,0.2145,0.278,-1
"2201","M",0.55,0.43,0.18,0.8265,0.4405,0.159,0.225,-1
"2202","M",0.57,0.445,0.16,1.0145,0.516,0.164,0.3,-1
"2203","F",0.575,0.48,0.17,1.1,0.506,0.2485,0.31,-1
"2204","I",0.595,0.475,0.155,0.984,0.4865,0.184,0.2755,-1
"2205","M",0.7,0.545,0.215,1.9125,0.8825,0.4385,0.506,-1
"2206","F",0.605,0.465,0.155,1.1,0.547,0.2665,0.2585,-1
"2207","I",0.55,0.445,0.11,0.7935,0.378,0.142,0.26,-1
"2208","I",0.57,0.425,0.14,0.7655,0.331,0.14,0.24,-1
"2209","M",0.58,0.45,0.14,0.824,0.3465,0.1765,0.263,-1
"2210","I",0.585,0.47,0.17,0.985,0.3695,0.2395,0.315,-1
"2211","F",0.635,0.495,0.175,1.2355,0.5205,0.3085,0.347,-1
"2212","F",0.645,0.535,0.19,1.2395,0.468,0.2385,0.424,-1
"2213","M",0.695,0.53,0.21,1.51,0.664,0.4095,0.385,-1
"2214","M",0.52,0.385,0.165,0.791,0.375,0.18,0.1815,-1
"2215","M",0.55,0.43,0.13,0.8395,0.3155,0.1955,0.2405,-1
"2216","M",0.59,0.44,0.135,0.966,0.439,0.2145,0.2605,-1
"2217","F",0.625,0.485,0.15,1.0945,0.531,0.261,0.296,-1
"2218","F",0.615,0.48,0.165,1.1615,0.513,0.301,0.305,-1
"2219","M",0.53,0.415,0.14,0.724,0.3105,0.1675,0.205,-1
"2220","M",0.55,0.405,0.14,0.8025,0.244,0.1635,0.255,-1
"2221","F",0.47,0.36,0.13,0.472,0.182,0.114,0.15,-1
"2222","M",0.485,0.4,0.135,0.663,0.313,0.137,0.2,-1
"2223","F",0.455,0.35,0.14,0.5185,0.221,0.1265,0.135,-1
"2224","F",0.485,0.375,0.135,0.556,0.1925,0.1315,0.1685,-1
"2225","F",0.55,0.45,0.15,0.875,0.362,0.1755,0.2765,-1
"2226","M",0.66,0.52,0.19,1.558,0.755,0.298,0.4,-1
"2227","M",0.63,0.5,0.175,1.2645,0.5635,0.3065,0.3425,-1
"2228","M",0.645,0.53,0.195,1.39,0.6465,0.2945,0.3735,-1
"2229","M",0.755,0.58,0.205,2.0065,0.8295,0.4015,0.595,-1
"2230","M",0.575,0.46,0.155,0.892,0.4415,0.176,0.22,-1
"2231","M",0.585,0.49,0.185,1.171,0.522,0.2535,0.335,-1
"2232","I",0.6,0.475,0.15,1.12,0.565,0.2465,0.27,-1
"2233","M",0.615,0.475,0.17,1.129,0.4795,0.302,0.3,-1
"2234","F",0.62,0.5,0.15,1.293,0.596,0.3135,0.354,-1
"2235","M",0.635,0.51,0.155,0.986,0.405,0.2255,0.31,-1
"2236","M",0.705,0.565,0.515,2.21,1.1075,0.4865,0.512,-1
"2237","M",0.62,0.485,0.155,1.049,0.462,0.231,0.25,-1
"2238","M",0.67,0.51,0.175,1.5265,0.651,0.4475,0.345,-1
"2239","M",0.74,0.57,0.18,1.8725,0.9115,0.427,0.446,-1
"2240","I",0.515,0.35,0.105,0.4745,0.213,0.123,0.1275,-1
"2241","M",0.63,0.485,0.165,1.233,0.6565,0.2315,0.3035,-1
"2242","M",0.64,0.515,0.18,1.247,0.5475,0.2925,0.3685,-1
"2243","M",0.7,0.565,0.175,1.8565,0.8445,0.3935,0.54,-1
"2244","M",0.72,0.57,0.2,1.8275,0.919,0.366,0.485,-1
"2245","F",0.675,0.53,0.175,1.4465,0.6775,0.33,0.389,-1
"2246","I",0.565,0.46,0.155,0.8715,0.3755,0.215,0.25,-1
"2247","M",0.575,0.445,0.145,0.876,0.3795,0.1615,0.27,-1
"2248","I",0.575,0.45,0.135,0.8715,0.45,0.162,0.225,-1
"2249","I",0.605,0.49,0.165,1.071,0.482,0.1935,0.352,-1
"2250","M",0.615,0.495,0.2,1.219,0.564,0.227,0.3885,-1
"2251","F",0.64,0.48,0.145,1.1145,0.508,0.24,0.34,-1
"2252","F",0.65,0.51,0.185,1.375,0.531,0.384,0.3985,-1
"2253","F",0.655,0.525,0.175,1.348,0.5855,0.2605,0.394,-1
"2254","F",0.6,0.45,0.14,0.837,0.37,0.177,0.2425,-1
"2255","F",0.705,0.57,0.185,1.761,0.747,0.3725,0.488,-1
"2256","M",0.53,0.425,0.13,0.7455,0.2995,0.1355,0.245,-1
"2257","M",0.55,0.44,0.135,0.879,0.368,0.2095,0.265,-1
"2258","M",0.475,0.375,0.12,0.563,0.2525,0.1205,0.185,-1
"2259","F",0.52,0.425,0.15,0.813,0.385,0.2015,0.23,-1
"2260","F",0.62,0.485,0.175,1.2155,0.545,0.253,0.345,-1
"2261","F",0.605,0.48,0.15,1.079,0.4505,0.2835,0.293,-1
"2262","M",0.625,0.48,0.145,1.085,0.4645,0.2445,0.327,-1
"2263","M",0.735,0.57,0.21,2.2355,1.1705,0.463,0.5315,-1
"2264","I",0.605,0.48,0.155,0.9995,0.425,0.1985,0.3,-1
"2265","F",0.57,0.47,0.14,0.871,0.385,0.211,0.2315,-1
"2266","F",0.6,0.48,0.165,1.1345,0.4535,0.27,0.335,-1
"2267","I",0.47,0.375,0.105,0.468,0.1665,0.108,0.17,-1
"2268","I",0.435,0.34,0.11,0.407,0.1685,0.073,0.13,-1
"2269","M",0.61,0.47,0.175,1.214,0.5315,0.2835,0.325,-1
"2270","F",0.625,0.475,0.16,1.3335,0.605,0.2875,0.319,-1
"2271","M",0.655,0.505,0.165,1.27,0.6035,0.262,0.335,-1
"2272","F",0.6,0.5,0.16,1.122,0.5095,0.256,0.309,-1
"2273","I",0.51,0.375,0.15,0.8415,0.3845,0.156,0.255,-1
"2274","F",0.68,0.52,0.185,1.541,0.5985,0.395,0.4575,-1
"2275","M",0.375,0.28,0.095,0.2225,0.0875,0.043,0.08,-1
"2276","F",0.645,0.525,0.17,1.37,0.6135,0.283,0.34,-1
"2277","M",0.52,0.395,0.125,0.5815,0.2565,0.1265,0.17,-1
"2278","I",0.54,0.415,0.155,0.702,0.322,0.167,0.19,-1
"2279","F",0.695,0.56,0.185,1.7715,0.8195,0.331,0.437,-1
"2280","I",0.475,0.365,0.115,0.499,0.232,0.0885,0.156,-1
"2281","M",0.595,0.48,0.165,1.262,0.4835,0.283,0.41,1
"2282","M",0.565,0.425,0.16,0.9425,0.3495,0.2185,0.275,1
"2283","F",0.495,0.4,0.155,0.6445,0.242,0.1325,0.205,1
"2284","M",0.54,0.435,0.18,0.996,0.3835,0.226,0.325,1
"2285","F",0.69,0.56,0.215,1.719,0.68,0.299,0.47,1
"2286","F",0.665,0.555,0.195,1.4385,0.581,0.354,0.36,1
"2287","F",0.68,0.55,0.21,1.7445,0.5975,0.305,0.625,1
"2288","M",0.53,0.415,0.175,0.7395,0.261,0.1395,0.2645,1
"2289","M",0.665,0.54,0.175,1.347,0.4955,0.254,0.415,1
"2290","M",0.575,0.4,0.155,0.9325,0.3605,0.2445,0.3,1
"2291","M",0.625,0.5,0.195,1.369,0.5875,0.2185,0.37,1
"2292","F",0.625,0.485,0.19,1.1745,0.4385,0.2305,0.42,1
"2293","I",0.65,0.515,0.16,1.1625,0.495,0.203,0.33,1
"2294","F",0.63,0.48,0.175,1.3675,0.5015,0.3035,0.515,1
"2295","I",0.535,0.42,0.145,0.926,0.398,0.1965,0.25,1
"2296","F",0.5,0.385,0.105,0.498,0.1795,0.1095,0.17,1
"2297","F",0.555,0.435,0.165,0.97,0.336,0.2315,0.295,1
"2298","F",0.5,0.38,0.155,0.655,0.2405,0.143,0.205,1
"2299","F",0.49,0.36,0.11,0.5005,0.161,0.107,0.195,1
"2300","F",0.52,0.405,0.14,0.8175,0.2795,0.183,0.26,1
"2301","F",0.53,0.42,0.13,1.001,0.34,0.226,0.265,1
"2302","F",0.66,0.52,0.2,1.676,0.673,0.4805,0.45,1
"2303","F",0.54,0.44,0.135,0.959,0.2385,0.221,0.3,1
"2304","F",0.53,0.425,0.17,0.949,0.3485,0.2395,0.278,1
"2305","M",0.655,0.58,0.205,2.0805,0.959,0.3415,0.601,1
"2306","M",0.73,0.595,0.23,2.8255,1.1465,0.419,0.897,1
"2307","M",0.775,0.57,0.22,2.032,0.735,0.4755,0.6585,1
"2308","M",0.62,0.495,0.175,1.806,0.643,0.3285,0.725,1
"2309","F",0.715,0.565,0.24,2.1995,0.7245,0.465,0.885,1
"2310","M",0.565,0.47,0.195,1.142,0.387,0.258,0.35,1
"2311","M",0.63,0.51,0.23,1.539,0.5635,0.2815,0.57,1
"2312","M",0.58,0.465,0.175,1.035,0.401,0.1865,0.385,1
"2313","M",0.595,0.475,0.17,1.0965,0.419,0.229,0.35,1
"2314","M",0.585,0.465,0.19,1.171,0.3905,0.2355,0.4,1
"2315","F",0.58,0.455,0.16,0.9215,0.312,0.196,0.3,1
"2316","M",0.575,0.435,0.15,0.805,0.293,0.1625,0.27,1
"2317","F",0.665,0.535,0.19,1.496,0.5775,0.2815,0.475,1
"2318","M",0.655,0.485,0.195,1.62,0.6275,0.358,0.485,1
"2319","M",0.64,0.52,0.2,1.407,0.566,0.304,0.455,1
"2320","F",0.71,0.565,0.195,1.7265,0.638,0.3365,0.565,1
"2321","F",0.72,0.56,0.175,1.7265,0.637,0.3415,0.525,1
"2322","I",0.635,0.505,0.19,1.3315,0.5805,0.252,0.435,1
"2323","F",0.53,0.43,0.17,0.775,0.35,0.152,0.235,1
"2324","M",0.515,0.405,0.14,0.8505,0.312,0.146,0.315,1
"2325","M",0.565,0.45,0.115,0.9085,0.398,0.197,0.29,1
"2326","M",0.52,0.425,0.155,0.7735,0.297,0.123,0.255,1
"2327","M",0.645,0.5,0.19,1.229,0.524,0.278,0.395,1
"2328","F",0.505,0.41,0.15,0.6345,0.243,0.1335,0.215,1
"2329","I",0.59,0.465,0.195,1.0885,0.3685,0.187,0.375,1
"2330","I",0.61,0.46,0.17,1.278,0.41,0.257,0.37,1
"2331","F",0.615,0.5,0.165,1.1765,0.488,0.244,0.345,1
"2332","I",0.55,0.44,0.165,0.8605,0.312,0.169,0.3,1
"2333","M",0.745,0.585,0.215,2.499,0.9265,0.472,0.7,1
"2334","F",0.57,0.44,0.14,0.9535,0.3785,0.201,0.305,1
"2335","M",0.585,0.455,0.125,1.027,0.391,0.212,0.25,1
"2336","F",0.62,0.485,0.22,1.511,0.5095,0.284,0.51,1
"2337","F",0.635,0.505,0.185,1.3035,0.501,0.295,0.41,1
"2338","I",0.54,0.435,0.145,0.97,0.4285,0.22,0.264,1
